2239500,100,2231800,100,2239900,100,2230700,200,2240000,220,2230400,100,2242500,100,2230000,10,2244000,547,2226200,100
2239500,100,2238100,21,2239900,100,2231800,500,2240000,220,2230700,200,2242500,100,2230400,100,2244000,547,2230000,10
2239500,503,2238100,21,2239600,20,2231800,100,2239900,100,2230700,200,2240000,220,2230400,100,2242500,100,2230000,10
2239500,100,2238100,21,2239600,20,2237500,100,2239900,100,2231800,100,2240000,220,2230700,200,2242500,100,2230400,100
2239500,100,2238100,21,2239600,20,2237500,100,2239900,100,2231800,100,2240000,233,2230700,200,2242500,100,2230400,100
2239500,100,2238100,21,2239600,20,2237500,100,2239900,100,2236500,2,2240000,233,2231800,100,2242500,100,2230700,200
2239500,100,2238100,21,2239600,20,2237500,100,2239900,100,2236500,2,2240000,333,2231800,100,2242500,100,2230700,200
